, 31696
38196, 30084
38172, 30072
38216, 30080
38220, 30072
38252, 30088
38252, 30088
38264, 30104
38276, 30104
38312, 30132
38328, 30124
38344, 30140
38356, 30132
38368, 30136
38380, 30140
38408, 30160
38408, 30172
38448, 30192
38464, 30168
38484, 30200
38484, 30176
38504, 30204
38524, 30196
38512, 30204
38492, 30160
38440, 30152
38368, 30104
38272, 30064
38180, 30036
38128, 30020
38076, 29992
38052, 29984
38000, 29980
37980, 29964
37936, 29960
37932, 29952
37908, 29944
37912, 29944
37892, 29956
37888, 29944
37888, 29936
37876, 29924
37868, 29924
37880, 29928
37840, 29920
37844, 29924
37828, 29892
37844, 29924
37856, 29924
37872, 29936
37880, 29944
37920, 29940
37904, 29936
37912, 29956
37920, 29948
37928, 29980
37936, 29940
37948, 29948
37928, 29960
37932, 29956
37932, 29960
37948, 29948
37932, 29948
37956, 29948
37964, 29960
37980, 29964
38000, 29980
38020, 29976
37968, 29988
38028, 29988
38036, 29996
38052, 30008
38064, 30012
38072, 30032
38080, 30004
38100, 30032
38116, 30024
38128, 30024
38132, 30036
38160, 30036
38180, 30052
38192, 30072
38204, 30064
38252, 30096
38276, 30112
38292, 30104
38300, 30108
38316, 30108
38324, 30124
38348, 30116
38340, 30116
38368, 30128
38384, 30132
38420, 30156
38416, 30144
38428, 30156
38432, 30164
38480, 30168
38476, 30176
38508, 30180
38488, 30196
38520, 30188
38536, 30200
38556, 30204
38520, 30172
38488, 30172
38416, 30136
38356, 30092
38252, 30068
38200, 30016
38128, 29980
38100, 29992
38052, 29964
38048, 29972
38000, 29964
37984, 29968
37976, 29976
37984, 29956
37964, 29956
37968, 29936
37956, 29924
37936, 29928
37928, 29932
37920, 29932
37904, 29924
37892, 29912
37892, 29916
37904, 29924
37920, 29928
37940, 29948
37952, 29952
37964, 29960
37964, 29968
37980, 29972
37984, 29960
37984, 29964
37984, 29960
38008, 29972
37992, 29956
37996, 29984
37992, 29948
37992, 29972
38004, 29964
38004, 29972
38036, 29992
38024, 29980
38040, 29980
38076, 29996
38072, 30000
38100, 30012
38100, 30008
38116, 30028
38124, 30016
38136, 30016
38136, 30028
38164, 30044
38168, 30044
38180, 30060
38184, 30064
38212, 30088
38220, 30068
38240, 30068
38240, 30100
38268, 30088
38276, 30108
38284, 30080
38292, 30096
38312, 30124
38300, 30112
38316, 30104
38340, 30112
38372, 30120
38376, 30136
38396, 30132
38376, 30136
38408, 30144
38440, 30148
38408, 30152
38376, 30116
38332, 30100
38252, 30080
38188, 30048
38112, 30024
38056, 29988
38008, 29964
37964, 29944
37928, 29952
37912, 29932
37900, 29928
37880, 29912
37880, 29920
37860, 29912
37856, 29908
37840, 29908
37832, 29912
37808, 29892
37780, 29892
37776, 29888
37776, 29892
37756, 29884
37792, 29892
37772, 29908
37796, 29904
37800, 29916
37832, 29904
37844, 29916
37844, 29908
37864, 29924
37848, 29936
37832, 29912
37848, 29924
37856, 29940
37860, 29928
37852, 29932
37856, 29928
37860, 29920
37872, 29916
37892, 29928
37880, 29916
37924, 29948
37924, 29944
37924, 29936
37944, 29952
37944, 29964
37968, 29968
37972, 29956
37972, 29964
37976, 29992
38032, 29980
38016, 29988
38012, 29980
38028, 29992
38040, 29984
38052, 30020
38060, 30000
38048, 30028
38088, 30012
38084, 30004
38132, 30028
38128, 30048
38168, 30044
38156, 30060
38164, 30072
38192, 30048
38204, 30084
38220, 30080
38232, 30088
38244, 30092
38284, 30092
38280, 30092
38296, 30092
38296, 30100
38320, 30104
38348, 30120
38364, 30128
38336, 30108
38320, 30112
38272, 30064
38176, 30008
38080, 29984
38020, 29952
37948, 29928
37908, 29908
37860, 29904
37816, 29868
37792, 29864
37772, 29872
37764, 29868
37764, 29864
37732, 29852
37736, 29840
37704, 29840
37704, 29832
37652, 29832
37680, 29824
37628, 29820
37632, 29828
37616, 29812
37628, 29828
37632, 29804
37660, 29836
37652, 29828
37704, 29840
37660, 29848
37708, 29832
37712, 29864
37708, 29868
37704, 29840
37740, 29856
37716, 29852
37728, 29856
37704, 29860
37724, 29860
37732, 29860
37744, 29852
37756, 29860
37752, 29892
37752, 29888
37780, 29880
37792, 29880
37812, 29908
37828, 29896
37836, 29916
37832, 29924
37860, 29920
37848, 29928
37892, 29920
37892, 29932
37920, 29932
37920, 29952
37940, 29944
37940, 29964
37964, 29956
37984, 29972
38008, 29976
38012, 29984
38036, 29968
38036, 29976
38024, 29980
38076, 29992
38092, 30004
38076, 30020
38108, 30000
38084, 30028
38124, 30036
38124, 30036
38148, 30028
38168, 30048
38172, 30024
38196, 30052
38236, 30048
38240, 30072
38276, 30068
38272, 30088
38304, 30064
38308, 30092
38316, 30064
38248, 30040
38196, 30000
38104, 29980
38024, 29956
37980, 29936
37916, 29908
37864, 29876
37836, 29872
37792, 29860
37796, 29848
37780, 29836
37764, 29832
37752, 29852
37748, 29856
37740, 29836
37712, 29832
37688, 29840
37680, 29800
37652, 29804
37624, 29804
37648, 29808
37644, 29804
37652, 29812
37648, 29808
37652, 29816
37684, 29820
37688, 29828
37692, 29816
37696, 29820
37716, 29828
37704, 29812
37724, 29832
37712, 29828
37720, 29828
37708, 29840
37716, 29832
37700, 29836
37748, 29836
37712, 29856
37752, 29868
37752, 29852
37752, 29844
37764, 29856
37788, 29868
37776, 29860
37804, 29860
37808, 29872
37836, 29884
37852, 29904
37860, 29884
37860, 29896
37872, 29900
37888, 29896
37892, 29924
37896, 29928
37920, 29904
37904, 29904
37916, 29928
37948, 29924
37952, 29936
37956, 29928
37972, 29944
37984, 29956
38000, 29956
37988, 29972
38048, 29972
38044, 29996
38068, 29992
38084, 29988
38080, 29988
38092, 29996
38092, 29996
38064, 29976
38024, 29936
37944, 29916
37900, 29880
37832, 29872
37808, 29848
37728, 29816
37700, 29820
37676, 29824
37652, 29804
37644, 29772
37616, 29792
37628, 29796
37608, 29776
37588, 29768
37564, 29776
37584, 29772
37584, 29776
37564, 29780
37556, 29780
37564, 29760
37544, 29776
37548, 29780
37552, 29780
37576, 29796
37588, 29796
37604, 29784
37616, 29788
37608, 29800
37632, 29816
37612, 29808
37644, 29808
37628, 29804
37644, 29812
37636, 29800
37652, 29812
37656, 29792
37656, 29812
37664, 29828
37684, 29812
37696, 29832
37684, 29844
37728, 29852
37740, 29820
37724, 29856
37764, 29852
37756, 29860
37784, 29848
37772, 29872
37812, 29856
37812, 29864
37804, 29868
37828, 29880
37828, 29888
37852, 29896
37876, 29900
37872, 29912
37896, 29916
37892, 29904
37908, 29892
37908, 29912
37932, 29916
37936, 29944
37948, 29936
37956, 29924
37960, 29932
37972, 29944
37988, 29948
38008, 29944
38028, 29980
38024, 29968
38048, 29964
38060, 29976
38068, 29976
38072, 29976
38088, 29984
38104, 30000
38092, 29980
38052, 29972
37984, 29900
37908, 29896
37844, 29848
37780, 29840
37708, 29812
37672, 29812
37636, 29812
37604, 29780
37572, 29776
37572, 29772
37556, 29764
37556, 29772
37524, 29748
37500, 29744
37504, 29716
37492, 29736
37488, 29732
37452, 29728
37460, 29732
37424, 29720
37416, 29696
37432, 29720
37420, 29692
37432, 29712
37452, 29724
37448, 29744
37476, 29736
37484, 29752
37492, 29748
37492, 29736
37504, 29740
37492, 29752
37504, 29732
37524, 29756
37512, 29772
37508, 29768
37512, 29744
37520, 29760
37540, 29736
37536, 29756
37560, 29772
37568, 29776
37564, 29776
37580, 29800
37624, 29788
37620, 29812
37636, 29808
37644, 29804
37652, 29796
37676, 29836
37676, 29824
37732, 29820
37724, 29840
37732, 29852
37756, 29848
37760, 29868
37772, 29852
37792, 29868
37792, 29852
37812, 29868
37816, 29868
37848, 29908
37876, 29884
37860, 29892
37876, 29908
37896, 29916
37912, 29908
37920, 29948
37940, 29924
37948, 29936
37972, 29920
37980, 29944
37988, 29940
37992, 29952
38040, 29960
38028, 29976
38056, 29964
38048, 29972
38088, 29996
38104, 29996
38116, 30008
38132, 30008
38156, 30008
38140, 30004
38172, 30024
38164, 30012
38132, 29984
38072, 29948
38008, 29916
37916, 29868
37828, 29848
37792, 29820
37724, 29812
37688, 29804
37668, 29780
37644, 29784
37628, 29760
37620, 29776
37620, 29760
37588, 29764
37604, 29748
37580, 29744
37596, 29752
37576, 29748
37548, 29740
37544, 29760
37552, 29748
37512, 29736
37532, 29720
37524, 29740
37564, 29756
37564, 29768
37584, 29764
37608, 29764
37596, 29768
37624, 29788
37604, 29772
37612, 29780
37608, 29776
37612, 29776
37624, 29784
37612, 29796
37612, 29776
37608, 29788
37644, 29784
37636, 29804
37660, 29804
37652, 29804
37676, 29812
37688, 29804
37720, 29820
37704, 29840
37756, 29828
37752, 29864
37752, 29876
37756, 29852
37776, 29872
37800, 29860
37792, 29864
37824, 29888
37824, 29864
37828, 29876
37864, 29892
37840, 29900
37888, 29916
37904, 29912
37924, 29920
37920, 29932
37948, 29908
37948, 29928
37960, 29952
37988, 29940
37984, 29964
37988, 29936
38012, 29968
38032, 29952
38048, 29972
38076, 29956
38076, 29992
38092, 29972
38112, 29996
38140, 29996
38140, 30004
38156, 30000
38160, 30020
38160, 30000
38172, 30008
38112, 29972
38056, 29964
37984, 29920
37912, 29892
37860, 29872
37800, 29832
37748, 29820
37724, 29824
37700, 29804
37688, 29800
37660, 29796
37648, 29788
37644, 29776
37648, 29804
37612, 29780
37636, 29800
37600, 29772
37596, 29796
37584, 29760
37588, 29780
37584, 29764
37600, 29792
37616, 29764
37608, 29772
37628, 29788
37640, 29804
37628, 29780
37664, 29816
37692, 29816
37676, 29824
37664, 29804
37676, 29808
37688, 29812
37680, 29824
37680, 29812
37708, 29812
37688, 29808
37696, 29816
37716, 29824
37728, 29828
37732, 29816
37744, 29852
37768, 29836
37776, 29840
37784, 29840
37792, 29856
37796, 29864
37824, 29876
37824, 29872
37868, 29884
37848, 29896
37868, 29892
37868, 29872
37904, 29912
37912, 29900
37924, 29924
37948, 29888
37984, 29928
37972, 29916
37992, 29944
38008, 29940
38008, 29932
38016, 29940
38044, 29968
38048, 29960
38064, 29976
38064, 29952
38100, 29988
38108, 29976
38128, 30008
38140, 30000
38136, 30012
38180, 30008
38172, 30020
38220, 30016
38220, 30044
38228, 30028
38244, 30052
38252, 30064
38272, 30084
38280, 30072
38292, 30100
38316, 30068
38340, 30080
38332, 30068
38336, 30060
38280, 30020
38196, 30016
38108, 29928
38008, 29920
37968, 29884
37908, 29852
37840, 29840
37840, 29836
37800, 29836
37792, 29844
37764, 29848
37788, 29832
37748, 29812
37748, 29836
37724, 29788
37736, 29820
37700, 29808
37724, 29828
37712, 29796
37668, 29816
37668, 29792
37684, 29796
37684, 29804
37704, 29792
37668, 29792
37688, 29824
37708, 29828
37740, 29844
37736, 29804
37756, 29844
37744, 29816
37760, 29848
37756, 29852
37776, 29840
37776, 29840
37776, 29864
37764, 29852
37792, 29848
37788, 29852
37788, 29860
37800, 29852
37804, 29856
37808, 29856
37840, 29876
37832, 29892
37872, 29884
37868, 29896
37904, 29912
37900, 29896
37920, 29900
37912, 29924
37964, 29916
37944, 29916
37948, 29940
37984, 29936
38008, 29936
37984, 29944
38028, 29956
38036, 29952
38052, 29972
38060, 29984
38068, 29992
38096, 30000
38096, 30004
38112, 29988
38148, 30000
38140, 30032
38152, 30008
38188, 30040
38188, 30020
38184, 30036
38208, 30024
38212, 30048
38240, 30044
38244, 30060
38292, 30056
38272, 30068
38304, 30076
38324, 30084
38360, 30080
38368, 30100
38396, 30100
38380, 30096
38436, 30096
38428, 30120
38448, 30120
38432, 30092
38424, 30116
38352, 30056
38272, 30024
38156, 29976
38080, 29944
38036, 29920
38000, 29920
37944, 29888
37940, 29872
37908, 29872
37924, 29896
37892, 29868
37920, 29868
37892, 29872
37904, 29860
37900, 29880
37896, 29884
37876, 29860
37892, 29844
37880, 29872
37900, 29868
37860, 29856
37864, 29872
37876, 29860
37896, 29876
37900, 29872
37940, 29876
37924, 29904
37964, 29900
37960, 29888
37964, 29904
37964, 29904
37996, 29900
37984, 29888
38012, 29924
37992, 29916
38040, 29920
38024, 29932
38064, 29932
38080, 29924
38096, 29936
38072, 29952
38116, 29964
38112, 29976
38156, 30004
38168, 30004
38208, 30012
38216, 30040
38232, 30012
38228, 30024
38264, 30028
38264, 30036
38284, 30048
38280, 30052
38308, 30040
38320, 30048
38324, 30068
38336, 30052
38364, 30076
38344, 30048
38388, 30056
38400, 30100
38412, 30068
38420, 30088
38440, 30092
38416, 30096
38452, 30112
38440, 30120
38480, 30132
38476, 30136
38512, 30144
38524, 30132
38548, 30128
38536, 30148
38556, 30132
38560, 30160
38596, 30172
38580, 30176
38600, 30164
38568, 30132
38528, 30128
38436, 30088
38360, 30044
38300, 30016
38248, 29968
38188, 29992
38176, 29956
38136, 29944
38116, 29928
38116, 29960
38128, 29968
38096, 29944
38124, 29948
38112, 29948
38124, 29948
38108, 29920
38108, 29952
38092, 29924
38108, 29960
38084, 29948
38100, 29940
38080, 29948
38112, 29944
38112, 29944
38116, 29936
38144, 29960
38168, 29972
38156, 29972
38160, 29968
38172, 29972
38184, 29948
38176, 29960
38172, 29988
38152, 29972
38164, 29960
38180, 29972
38176, 29968
38212, 29964
38196, 29964
38200, 29976
38204, 29976
38192, 29980
38224, 29988
38240, 29972
38248, 29992
38244, 29992
38280, 30028
38280, 30000
38284, 29996
38296, 30008
38304, 30008
38300, 30020
38332, 30004
38332, 30020
38368, 30020
38360, 30036
38360, 30020
38372, 30032
38372, 30044
38400, 30040
38432, 30064
38408, 30064
38420, 30060
38444, 30056
38464, 30076
38456, 30080
38464, 30080
38452, 30068
38484, 30080
38504, 30072
38520, 30080
38516, 30080
38516, 30108
38528, 30108
38576, 30112
38584, 30120
38596, 30120
38596, 30136
38636, 30156
38628, 30148
38636, 30156
38628, 30136
38636, 30144
38592, 30128
38552, 30084
38500, 30044
38408, 30032
38332, 29980
38272, 29956
38224, 29944
38196, 29928
38144, 29928
38152, 29908
38144, 29908
38124, 29924
38112, 29920
38128, 29932
38108, 29916
38108, 29904
38112, 29904
38096, 29928
38092, 29912
38076, 29908
38076, 29912
38096, 29896
38060, 29880
38076, 29908
38068, 29892
38092, 29904
38092, 29896
38112, 29904
38116, 29904
38136, 29912
38116, 29892
38128, 29928
38152, 29916
38144, 29900
38144, 29916
38136, 29912
38140, 29912
38140, 29920
38136, 29896
38124, 29912
38136, 29928
38144, 29928
38164, 29900
38168, 29932
38180, 29936
38204, 29916
38204, 29928
38212, 29928
38228, 29928
38240, 29924
38240, 29968
38260, 29940
38264, 29952
38292, 29944
38304, 29964
38296, 29968
38292, 29988
38316, 29980
38344, 29980
38340, 30000
38348, 29988
38376, 29992
38384, 30004
38396, 29980
38388, 30000
38404, 30012
38416, 30020
38444, 30032
38444, 30004
38460, 30028
38484, 30048
38500, 30040
38488, 30028
38488, 30044
38500, 30052
38512, 30068
38540, 30080
38548, 30068
38540, 30084
38564, 30080
38560, 30060
38580, 30080
38600, 30088
38612, 30112
38620, 30096
38632, 30096
38640, 30108
38656, 30096
38628, 30084
38588, 30068
38476, 30012
38392, 29972
38316, 29956
38256, 29912
38224, 29888
38184, 29904
38164, 29872
38160, 29880
38140, 29892
38132, 29884
38144, 29880
38152, 29892
38144, 29892
38152, 29880
38132, 29888
38120, 29868
38096, 29864
38088, 29880
38088, 29852
38088, 29868
38088, 29852
38100, 29872
38108, 29864
38128, 29868
38124, 29896
38136, 29916
38156, 29884
38160, 29888
38172, 29876
38164, 29880
38148, 29880
38172, 29884
38172, 29860
38172, 29860
38168, 29868
38176, 29876
38160, 29888
38188, 29896
38184, 29864
38184, 29896
38200, 29884
38208, 29920
38216, 29916
38244, 29896
38236, 29892
38276, 29932
38276, 29932
38292, 29948
38280, 29940
38320, 29932
38316, 29920
38312, 29932
38348, 29936
38324, 29952
38336, 29964
38344, 29964
38352, 29960
38348, 29956
38360, 29960
38388, 29960
38388, 29948
38416, 29972
38408, 29984
38420, 29984
38428, 29968
38456, 29980
38456, 30004
38476, 30012
38472, 30000
38500, 29996
38504, 30012
38508, 30044
38504, 30008
38552, 30032
38540, 30036
38552, 30048
38516, 29992
38488, 29988
38412, 29940
38332, 29928
38268, 29904
38216, 29888
38180, 29860
38140, 29848
38116, 29828
38104, 29824
38096, 29840
38072, 29824
38100, 29828
38064, 29816
38072, 29828
38068, 29828
38068, 29808
38068, 29820
38028, 29800
38028, 29820
38048, 29808
38064, 29820
38040, 29796
38048, 29828
38064, 29820
38092, 29836
38084, 29828
38096, 29856
38108, 29824
38128, 29848
38128, 29828
38128, 29816
38104, 29828
38096, 29836
38100, 29828
38100, 29840
38100, 29812
38092, 29848
38108, 29824
38096, 29836
38088, 29824
38108, 29856
38128, 29848
38140, 29852
38152, 29860
38172, 29860
38176, 29872
38184, 29880
38176, 29868
38212, 29884
38192, 29856
38224, 29888
38236, 29864
38240, 29884
38240, 29896
38260, 29888
38260, 29884
38268, 29900
38296, 29896
38300, 29924
38304, 29888
38328, 29928
38336, 29920
38352, 29948
38348, 29936
38340, 29944
38336, 29944
38384, 29952
38384, 29952
38392, 29968
38404, 29948
38420, 29972
38416, 29972
38460, 29984
38452, 29976
38468, 29988
38476, 29952
38476, 29984
38492, 29964
38476, 29992
38440, 29952
38388, 29928
38312, 29880
38232, 29864
38160, 29824
38124, 29804
38056, 29792
38060, 29816
38012, 29796
38012, 29788
38000, 29748
37992, 29788
37988, 29768
37968, 29772
37968, 29740
37944, 29756
37916, 29764
37932, 29756
37912, 29756
37924, 29752
37888, 29728
37904, 29748
37892, 29740
37904, 29756
37904, 29712
37916, 29744
37912, 29744
37916, 29740
37924, 29752
37936, 29772
37956, 29756
37976, 29760
37956, 29752
37956, 29756
37964, 29748
37944, 29756
37952, 29768
37952, 29784
37964, 29748
37956, 29776
37976, 29752
37968, 29768
37980, 29776
38004, 29780
38008, 29780
38004, 29792
38028, 29800
38048, 29804
38036, 29792
38068, 29796
38048, 29792
38072, 29808
38080, 29804
38068, 29820
38108, 29820
38108, 29820
38120, 29820
38128, 29840
38128, 29844
38152, 29844
38132, 29832
38148, 29844
38156, 29852
38156, 29868
38164, 29840
38192, 29852
38200, 29856
38236, 29848
38228, 29888
38236, 29876
38244, 29868
38248, 29876
38256, 29880
38292, 29872
38296, 29896
38320, 29892
38316, 29876
38348, 29900
38332, 29908
38348, 29908
38308, 29876
38264, 29884
38176, 29840
38128, 29804
38044, 29760
37996, 29752
37964, 29740
37944, 29720
37908, 29700
37896, 29728
37872, 29708
37888, 29704
37860, 29704
37860, 29724
37844, 29708
37832, 29708
37812, 29692
37816, 29668
37792, 29684
37792, 29680
37780, 29680
37780, 29664
37772, 29684
37780, 29684
37784, 29688
37828, 29696
37820, 29704
37848, 29700
37848, 29708
37844, 29688
37844, 29704
37852, 29688
37844, 29696
37816, 29716
37832, 29688
37828, 29684
37824, 29680
37844, 29688
37828, 29680
37860, 29684
37848, 29708
37848, 29704
37840, 29708
37892, 29708
37880, 29704
37888, 29716
37912, 29728
37912, 29716
37908, 29744
37928, 29720
37908, 29716
37948, 29736
37944, 29724
37944, 29716
37932, 29732
37964, 29724
37976, 29724
37968, 29732
37988, 29740
38000, 29736
38008, 29768
38024, 29760
38024, 29764
38032, 29780
38060, 29776
38068, 29784
38060, 29800
38088, 29772
38084, 29804
38096, 29792
38120, 29776
38116, 29804
38116, 29796
38104, 29796
38060, 29792
38008, 29772
37980, 29724
37912, 29688
37832, 29672
37792, 29672
37764, 29660
37752, 29648
37724, 29632
37732, 29640
37704, 29628
37708, 29620
37708, 29612
37672, 29644
37716, 29636
37664, 29636
37676, 29624
37664, 29636
37680, 29624
37644, 29612
37640, 29616
37640, 29616
37664, 29612
37656, 29632
37684, 29624
37688, 29608
37704, 29640
37684, 29624
37720, 29628
37712, 29620
37704, 29640
37680, 29616
37704, 29632
37696, 29644
37708, 29620
37676, 29628
37724, 29640
37692, 29624
37700, 29620
37708, 29624
37740, 29656
37724, 29640
37728, 29644
37740, 29644
37760, 29668
37740, 29656
37776, 29672
37756, 29656
37796, 29676
37780, 29672
37836, 29692
37808, 29688
37840, 29688
37844, 29700
37860, 29696
37836, 29716
37884, 29708
37876, 29720
37896, 29732
37908, 29736
37940, 29720
37916, 29744
37956, 29736
37940, 29732
37960, 29732
37956, 29744
37988, 29748
37988, 29752
38004, 29760
38012, 29748
38020, 29780
38028, 29764
38048, 29768
38044, 29772
38044, 29772
38032, 29756
38000, 29756
37948, 29720
37904, 29696
37808, 29668
37764, 29632
37732, 29620
37700, 29608
37644, 29624
37632, 29604
37632, 29612
37620, 29600
37600, 29592
37604, 29564
37568, 29572
37572, 29592
37540, 29584
37564, 29576
37520, 29568
37528, 29560
37488, 29560
37504, 29552
37476, 29560
37500, 29540
37488, 29556
37500, 29548
37504, 29556
37524, 29568
37536, 29568
37536, 29556
37532, 29564
37556, 29564
37548, 29576
37548, 29556
37540, 29580
37564, 29560
37540, 29576
37560, 29568
37524, 29576
37552, 29588
37584, 29576
37564, 29572
37564, 29584
37560, 29576
37572, 29584
37624, 29580
37600, 29588
37632, 29588
37620, 29584
37640, 29604
37656, 29604
37656, 29612
37652, 29612
37688, 29628
37672, 29608
37704, 29636
37700, 29644
37704, 29620
37708, 29644
37748, 29644
37736, 29640
37744, 29668
37764, 29652
37764, 29656
37792, 29644
37788, 29648
37800, 29668
37812, 29676
37820, 29692
37840, 29692
37848, 29704
37840, 29712
37872, 29700
37852, 29720
37896, 29732
37900, 29724
37920, 29740
37932, 29728
37940, 29728
37960, 29740
37976, 29740
37980, 29740
37960, 29756
37936, 29736
37896, 29716
37852, 29684
37796, 29656
37728, 29632
37676, 29616
37644, 29604
37620, 29584
37576, 29592
37564, 29588
37552, 29592
37536, 29600
37552, 29560
37536, 29556
37536, 29588
37512, 29576
37512, 29552
37500, 29552
37508, 29564
37484, 29568
37500, 29556
37488, 29516
37472, 29532
37484, 29544
37480, 29540
37504, 29576
37524, 29552
37544, 29572
37560, 29576
37552, 29580
37560, 29580
37544, 29564
37540, 29580
37544, 29580
37564, 29576
37556, 29572
37556, 29584
37552, 29596
37552, 29572
37588, 29592
37576, 29588
37592, 29600
37588, 29596
37616, 29600
37632, 29604
37636, 29616
37632, 29604
37660, 29628
37672, 29620
37676, 29652
37684, 29640
37688, 29648
37696, 29652
37724, 29644
37724, 29640
37728, 29652
37732, 29668
37736, 29680
37752, 29668
37744, 29692
37772, 29676
37768, 29688
37792, 29676
37796, 29688
37808, 29692
37816, 29724
37824, 29716
37864, 29728
37872, 29732
37868, 29728
37892, 29736
37904, 29748
37904, 29740
37920, 29736
37888, 29736
37844, 29728
37784, 29660
37720, 29648
37672, 29628
37628, 29600
37600, 29596
37576, 29608
37560, 29576
37528, 29588
37528, 29580
37520, 29580
37528, 29580
37504, 29584
37512, 29560
37484, 29576
37492, 29564
37488, 29580
37496, 29568
37484, 29552
37484, 29548
37472, 29580
37496, 29568
37520, 29584
37500, 29572
37536, 29596
37552, 29588
37548, 29612
37548, 29608
37544, 29596
37568, 29612
37540, 29604
37556, 29600
37540, 29612
37544, 29588
37536, 29588
37560, 29596
37524, 29604
37532, 29592
37560, 29584
37572, 29596
37580, 29628
37604, 29624
37588, 29636
37612, 29628
37632, 29644
37648, 29640
37668, 29664
37688, 29660
37680, 29660
37676, 29660
37692, 29668
37716, 29660
37716, 29656
37708, 29656
37704, 29668
37760, 29684
37720, 29696
37760, 29692
37760, 29676
37788, 29716
37772, 29704
37792, 29700
37788, 29732
37812, 29716
37824, 29744
37844, 29712
37840, 29736
37864, 29748
37892, 29752
37884, 29740
37892, 29760
37912, 29764
37916, 29776
37904, 29780
37884, 29748
37864, 29736
37780, 29700
37728, 29672
37668, 29664
37640, 29636
37592, 29608
37576, 29616
37568, 29624
37540, 29612
37540, 29592
37520, 29592
37524, 29604
37500, 29600
37500, 29592
37480, 29612
37508, 29584
37492, 29588
37472, 29564
37480, 29588
37464, 29584
37444, 29568
37444, 29576
37448, 29596
37432, 29600
37468, 29612
37472, 29608
37516, 29608
37504, 29632
37528, 29608
37536, 29616
37556, 29636
37536, 29616
37560, 29632
37540, 29628
37532, 29620
37516, 29612
37496, 29608
37516, 29608
37516, 29612
37528, 29612
37548, 29644
37548, 29624
37572, 29640
37584, 29636
37592, 29640
37600, 29644
37612, 29652
37612, 29656
37620, 29672
37644, 29644
37656, 29684
37644, 29676
37672, 29680
37664, 29672
37700, 29700
37708, 29676
37696, 29696
37712, 29708
37728, 29720
37736, 29704
37760, 29732
37752, 29724
37768, 29724
37768, 29736
37772, 29732
37792, 29744
37796, 29752
37820, 29744
37836, 29760
37840, 29752
37856, 29760
37844, 29764
37860, 29768
37860, 29760
37884, 29764
37884, 29756
37884, 29776
37896, 29780
37932, 29776
37928, 29776
37924, 29780
37888, 29732
37844, 29744
37772, 29684
37716, 29676
37668, 29644
37620, 29616
37572, 29600
37544, 29616
37536, 29600
37544, 29648
37532, 29608
37508, 29592
37492, 29608
37496, 29604
37476, 29588
37476, 29592
37484, 29592
37460, 29596
37468, 29572
37464, 29596
37408, 29576
37436, 29576
37420, 29560
37412, 29580
37404, 29556
37428, 29576
37424, 29564
37448, 29592
37456, 29580
37484, 29600
37464, 29596
37480, 29572
37444, 29572
37480, 29600
37460, 29604
37472, 29580
37472, 29572
37468, 29596
37452, 29584
37484, 29604
37480, 29604
37504, 29596
37512, 29592
37512, 29596
37508, 29604
37540, 29616
37536, 29604
37544, 29624
37520, 29624
37552, 29628
37544, 29624
37568, 29652
37592, 29656
37600, 29644
37624, 29648
37644, 29684
37620, 29640
37628, 29688
37628, 29672
37648, 29676
37648, 29664
37684, 29664
37680, 29692
37704, 29688
37696, 29696
37712, 29692
37712, 29688
37736, 29688
37716, 29708
37748, 29720
37728, 29704
37792, 29712
37776, 29720
37800, 29720
37796, 29732
37808, 29732
37804, 29752
37824, 29752
37800, 29728
37796, 29728
37724, 29704
37704, 29660
37600, 29628
37572, 29640
37512, 29624
37516, 29612
37484, 29592
37468, 29596
37444, 29596
37448, 29592
37412, 29608
37472, 29584
37428, 29576
37436, 29572
37412, 29572
37424, 29596
37400, 29568
37396, 29576
37380, 29564
37396, 29572
37364, 29576
37404, 29564
37420, 29572
37420, 29588
37444, 29596
37464, 29604
37452, 29604
37472, 29604
37468, 29596
37452, 29604
37456, 29608
37504, 29616
37488, 29600
37492, 29608
37480, 29620
37504, 29612
37516, 29604
37532, 29644
37512, 29620
37536, 29640
37540, 29644
37564, 29640
37536, 29644
37592, 29648
37584, 29656
37604, 29664
37612, 29672
37640, 29676
37624, 29700
37676, 29684
37672, 29692
37708, 29696
37680, 29704
37724, 29704
37712, 29704
37740, 29724
37736, 29708
37760, 29724
37776, 29744
37788, 29752
37796, 29748
37824, 29764
37820, 29760
37864, 29780
37836, 29756
37888, 29792
37876, 29792
37912, 29776
37900, 29792
37932, 29824
37908, 29792
37960, 29812
37960, 29824
37968, 29820
37936, 29812
37908, 29792
37804, 29764
37780, 29708
37692, 29688
37644, 29664
37600, 29652
37588, 29652
37576, 29652
37560, 29660
37516, 29636
37532, 29644
37504, 29632
37492, 29648
37492, 29624
37484, 29612
37468, 29632
37480, 29632
37448, 29616
37472, 29620
37448, 29624
37440, 29620
37444, 29600
37444, 29612
37444, 29604
37492, 29628
37492, 29628
37504, 29636
37520, 29636
37512, 29660
37520, 29656
37516, 29656
37516, 29652
37528, 29648
37492, 29648
37508, 29640
37496, 29640
37520, 29652
37508, 29664
37524, 29652
37532, 29664
37552, 29672
37552, 29664
37576, 29664
37600, 29700
37592, 29692
37612, 29704
37652, 29712
37640, 29716
37656, 29724
37684, 29712
37688, 29716
37700, 29740
37708, 29724
37728, 29716
37732, 29760
37740, 29748
37772, 29752
37792, 29760
37796, 29764
37804, 29784
37824, 29784
37824, 29792
37852, 29792
37860, 29792
37864, 29808
