
34636, 32284
34636, 32288
34648, 32288
34640, 32300
34684, 32284

34660, 32300
34652, 32288
34656, 32284
34652, 32284
34636, 32284
34636, 32288
34648, 32288
34640, 32300
34684, 32284

34660, 32300
34652, 32288
34656, 32284
34652, 32284
34636, 32284
34636, 32288
34648, 32288
34640, 32300
34684, 32284
34652, 32308
34684, 32300
34696, 32324
34704, 32320
34716, 32308
34712, 32316
34696, 32316
34720, 32320
34712, 32332
34700, 32340
34744, 32320
34748, 32344
34752, 32356
34760, 32368
34772, 32352
34768, 32392
34780, 32384
34812, 32388
34792, 32392
34792, 32400
34820, 32408
34808, 32388
34812, 32380
34832, 32408
34848, 32404
34868, 32400
34880, 32396
34880, 32408
34880, 32432
34896, 32412
34916, 32420
34924, 32424
34924, 32416
34920, 32436
34920, 32440
34960, 32460
34948, 32452
34956, 32452
34984, 32480
35000, 32460
35008, 32488
35040, 32500
35040, 32504
35040, 32512
35052, 32504
35084, 32512
35072, 32520
35112, 32528
35120, 32540
35112, 32528
35132, 32532
35132, 32556
35120, 32520
35148, 32540
35124, 32532
35164, 32560
35176, 32564
35176, 32552
35188, 32572
35208, 32592
35228, 32576
35228, 32572
35240, 32584
35244, 32604
35248, 32580
35236, 32564
35192, 32552
35176, 32536
35100, 32532
35036, 32480
35000, 32456
34888, 32416
34864, 32404
34776, 32352
34720, 32336
34672, 32316
34656, 32300
34628, 32288
34620, 32268
34604, 32272
34600, 32288
34572, 32260
34556, 32264
34564, 32264
34540, 32264
34536, 32268
34504, 32244
34520, 32232
34512, 32236
34528, 32236
34540, 32232
34560, 32248
34580, 32248
34572, 32260
34588, 32280
34592, 32256
34612, 32272
34588, 32268
34616, 32288
34620, 32268
34624, 32272
34624, 32288
34616, 32284
34624, 32280
34640, 32284
34656, 32268
34632, 32292
34652, 32312
34652, 32308
34672, 32320
34700, 32332
34696, 32328
34736, 32336
34732, 32328
34736, 32356
34780, 32360
34796, 32372
34788, 32376
34816, 32368
34812, 32388
34832, 32396
34836, 32388
34852, 32396
34844, 32412
34884, 32412
34896, 32432
34900, 32444
34908, 32424
34924, 32448
34924, 32444
34936, 32448
34948, 32468
34960, 32440
34976, 32468
34984, 32480
34996, 32484
34988, 32492
35020, 32488
35036, 32488
35048, 32496
35064, 32508
35076, 32508
35080, 32508
35092, 32524
35108, 32516
35076, 32532
35112, 32508
35112, 32524
35116, 32548
35148, 32548
35144, 32540
35136, 32540
35192, 32548
35200, 32548
35196, 32560
35204, 32580
35204, 32580
35228, 32592
35220, 32588
35204, 32564
35176, 32540
35128, 32504
35052, 32496
34996, 32464
34924, 32440
34844, 32408
34792, 32384
34736, 32344
34676, 32336
34636, 32324
34628, 32288
34580, 32288
34560, 32268
34568, 32284
34544, 32276
34508, 32260
34520, 32248
34520, 32244
34464, 32216
34444, 32212
34448, 32224
34460, 32204
34464, 32212
34456, 32204
34484, 32232
34476, 32224
34472, 32228
34500, 32228
34500, 32256
34524, 32244
34552, 32248
34540, 32268
34552, 32248
34556, 32252
34564, 32280
34568, 32268
34548, 32264
34572, 32280
34576, 32272
34560, 32280
34576, 32292
34580, 32288
34584, 32324
34620, 32308
34620, 32300
34644, 32308
34664, 32344
34644, 32336
34672, 32352
34676, 32360
34672, 32340
34688, 32344
34712, 32356
34716, 32356
34732, 32376
34728, 32388
34736, 32384
34752, 32380
34772, 32380
34768, 32408
34792, 32420
34796, 32400
34820, 32420
34860, 32444
34856, 32424
34836, 32444
34840, 32432
34880, 32432
34880, 32440
34880, 32444
34908, 32456
34904, 32476
34916, 32476
34932, 32484
34940, 32468
34936, 32492
34948, 32472
34972, 32488
34976, 32472
34984, 32492
35012, 32496
35000, 32504
35024, 32520
35020, 32500
35040, 32532
35056, 32528
35064, 32516
35076, 32532
35096, 32548
35104, 32564
35104, 32568
35112, 32564
35136, 32576
35140, 32564
35172, 32576
35188, 32560
35168, 32580
35152, 32568
35140, 32552
35100, 32540
35052, 32504
35012, 32488
34920, 32448
34868, 32416
34780, 32392
34716, 32364
34668, 32360
34624, 32336
