40028, 39952
40040, 39952
40024, 39948
40012, 39948
40044, 39928
40028, 39928
40020, 39936
40048, 39940
40032, 39964
40028, 39952
40040, 39952
40024, 39948
40012, 39948
40044, 39928
40028, 39928
40020, 39936
40048, 39940
40032, 39964
40028, 39952
40040, 39952
40036, 39944
40048, 39948
40040, 39944
40016, 39948
40024, 39964
40012, 39944
40016, 39936
40036, 39968
40052, 39956
40048, 39948
40072, 39944
40112, 39980
40128, 39996
40132, 39976
40124, 39984
40180, 40020
40164, 40000
40184, 39996
40196, 40012
40208, 40004
40240, 40028
40264, 40024
40236, 40036
40256, 40024
40296, 40052
40288, 40048
40292, 40040
40312, 40064
40312, 40088
40356, 40088
40372, 40080
40392, 40084
40396, 40104
40428, 40116
40468, 40120
40452, 40120
40484, 40164
40524, 40148
40548, 40168
40560, 40172
40560, 40212
40624, 40204
40636, 40236
40656, 40224
40708, 40256
40732, 40284
40756, 40272
40768, 40312
40828, 40324
40836, 40320
40872, 40348
40892, 40352
40900, 40372
40956, 40372
40960, 40368
40996, 40392
41032, 40396
41024, 40420
41072, 40440
41096, 40444
41140, 40472
41168, 40480
41156, 40472
41172, 40456
41172, 40480
41100, 40448
41060, 40400
41000, 40376
40920, 40336
40876, 40288
40780, 40272
40704, 40224
40676, 40204
40636, 40172
40592, 40168
40520, 40148
40520, 40116
40500, 40100
40444, 40120
40452, 40096
40400, 40096
40380, 40060
40380, 40076
40344, 40052
40344, 40032
40348, 40036
40332, 40028
40308, 40012
40308, 40000
40312, 40008
40328, 40008
40324, 40020
40316, 40024
40324, 40000
40332, 40040
40344, 40012
40336, 40016
40364, 40028
40356, 40024
40340, 40028
40372, 40036
40356, 40036
40348, 40024
40368, 40012
40388, 40024
40384, 40036
40420, 40044
40388, 40084
40432, 40088
40436, 40080
40472, 40080
40512, 40128
40524, 40132
40544, 40120
40588, 40140
40592, 40148
40612, 40152
40652, 40156
40660, 40184
40704, 40192
40740, 40228
40748, 40220
40772, 40224
40804, 40276
40836, 40264
40860, 40284
40884, 40296
40928, 40308
40920, 40344
40960, 40320
40988, 40340
41008, 40368
41040, 40384
41080, 40384
41104, 40412
41124, 40396
41144, 40440
41172, 40440
41196, 40448
41220, 40460
41220, 40488
41256, 40472
41300, 40492
41312, 40512
41332, 40524
41356, 40536
41364, 40556
41420, 40548
41432, 40592
41456, 40564
41476, 40564
41488, 40616
41544, 40636
41564, 40636
41588, 40664
41612, 40668
41612, 40680
41588, 40660
41564, 40640
41500, 40584
41464, 40560
41376, 40516
41320, 40476
41276, 40472
41212, 40416
41132, 40400
41092, 40364
41056, 40356
41032, 40332
40992, 40320
40968, 40312
40944, 40304
40904, 40252
40876, 40240
40860, 40224
40824, 40236
40804, 40208
40792, 40204
40784, 40180
40744, 40172
40744, 40164
40724, 40180
40760, 40156
40744, 40168
40724, 40148
40744, 40136
40744, 40180
40740, 40172
40736, 40168
40772, 40152
40736, 40152
40764, 40164
40760, 40164
40772, 40164
40764, 40192
40760, 40156
40772, 40172
40772, 40184
40788, 40180
40800, 40192
40828, 40168
40852, 40204
40852, 40236
40880, 40232
40912, 40252
40928, 40264
40944, 40264
40968, 40284
40992, 40324
41016, 40312
41052, 40344
41104, 40360
41124, 40372
41128, 40380
41164, 40404
41208, 40440
41220, 40448
41280, 40448
41284, 40448
41316, 40496
41332, 40512
41360, 40520
41396, 40524
41428, 40520
41444, 40556
41456, 40556
41488, 40572
41496, 40604
41536, 40576
41544, 40612
41568, 40640
41604, 40620
41620, 40644
41644, 40660
41668, 40652
41664, 40684
41724, 40708
41728, 40728
41772, 40740
41780, 40736
41800, 40760
41856, 40784
41860, 40808
41872, 40800
41876, 40804
41832, 40780
41812, 40752
41736, 40708
41708, 40672
41636, 40664
41596, 40628
41540, 40584
41484, 40572
41456, 40548
41424, 40536
41400, 40488
41392, 40492
41344, 40488
41316, 40476
41308, 40472
41288, 40456
41264, 40432
41256, 40464
41232, 40420
41224, 40432
41204, 40416
41204, 40392
41204, 40404
41180, 40408
41180, 40380
41168, 40384
41188, 40388
41172, 40372
41184, 40372
41172, 40404
41160, 40404
41176, 40396
41172, 40360
41160, 40384
41152, 40384
41172, 40380
41176, 40400
41188, 40384
41172, 40404
41188, 40392
41188, 40404
41200, 40400
41216, 40412
41212, 40416
41240, 40420
41256, 40432
41272, 40428
41296, 40460
41304, 40460
41316, 40476
41356, 40496
41388, 40516
41400, 40512
41416, 40544
41432, 40516
41460, 40568
41464, 40584
41508, 40568
41528, 40600
41556, 40588
41556, 40600
41580, 40604
41600, 40636
41628, 40656
41660, 40680
41668, 40672
41704, 40700
41744, 40720
41700, 40716
41760, 40724
41780, 40740
41820, 40748
41832, 40764
41864, 40776
41888, 40792
41928, 40824
41924, 40808
41924, 40828
41980, 40824
41996, 40872
42048, 40884
42068, 40892
42064, 40928
42096, 40920
42072, 40900
42084, 40900
42060, 40876
42024, 40872
41968, 40832
41932, 40796
41872, 40760
41804, 40740
41776, 40708
41740, 40680
41672, 40668
41636, 40668
41624, 40640
41608, 40620
41568, 40588
41568, 40600
41536, 40576
41536, 40564
41476, 40560
41444, 40528
41456, 40512
41428, 40508
41388, 40500
41360, 40484
41348, 40488
41344, 40468
41348, 40468
41340, 40464
41328, 40456
41344, 40460
41320, 40456
41336, 40440
41340, 40440
41348, 40448
41332, 40448
41328, 40444
41304, 40456
41312, 40416
41296, 40432
41304, 40444
41292, 40452
41308, 40428
41320, 40444
41328, 40452
41324, 40448
41328, 40456
41348, 40472
41384, 40480
41348, 40480
41388, 40504
41404, 40492
41424, 40500
41476, 40516
41484, 40540
41496, 40536
41528, 40560
41516, 40572
41568, 40596
41556, 40576
41620, 40608
41636, 40620
41648, 40664
41652, 40656
41664, 40648
41696, 40680
41716, 40688
41708, 40700
41744, 40724
41764, 40724
41808, 40728
41820, 40748
41840, 40740
41856, 40764
41892, 40784
41880, 40776
41932, 40780
41972, 40800
41988, 40804
41988, 40828
42016, 40812
42020, 40848
42036, 40860
42064, 40868
42112, 40920
42108, 40916
42172, 40936
42168, 40920
42132, 40904
42132, 40900
42084, 40864
42028, 40836
41992, 40812
41948, 40776
41884, 40768
41828, 40740
41780, 40728
41764, 40680
41728, 40672
41716, 40676
41688, 40624
41668, 40644
41652, 40632
41628, 40628
41624, 40600
41580, 40580
41588, 40572
41564, 40556
41540, 40568
41508, 40552
41524, 40540
41508, 40540
41512, 40516
41508, 40512
41508, 40528
41472, 40516
41508, 40496
41480, 40512
41496, 40508
41468, 40524
41472, 40504
41488, 40520
41452, 40492
41484, 40496
41464, 40508
41444, 40492
41452, 40492
41444, 40480
41464, 40500
41480, 40488
41452, 40508
41452, 40532
41472, 40520
41504, 40532
41504, 40536
41508, 40540
41536, 40536
41548, 40552
41564, 40552
41580, 40572
41600, 40584
41628, 40600
41648, 40616
41660, 40588
41660, 40612
41664, 40624
41724, 40628
41692, 40648
41744, 40680
41748, 40668
41788, 40684
41804, 40708
41812, 40688
41808, 40712
41856, 40724
41880, 40744
41908, 40756
41924, 40760
41968, 40780
41984, 40780
42024, 40832
42028, 40848
42088, 40856
42092, 40868
42112, 40856
42164, 40888
42144, 40884
42152, 40912
42200, 40936
42244, 40920
42272, 40960
42268, 40940
42264, 40924
42240, 40920
42188, 40888
42124, 40860
42088, 40808
42016, 40768
41976, 40744
41904, 40720
41872, 40692
41852, 40692
41808, 40676
41780, 40656
41748, 40628
41724, 40608
41708, 40600
41672, 40588
41624, 40576
41608, 40564
41628, 40540
41560, 40516
41560, 40532
41540, 40512
41528, 40496
41520, 40472
41508, 40484
41504, 40480
41512, 40476
41500, 40488
41484, 40488
41480, 40448
41476, 40464
41444, 40448
41460, 40460
41464, 40452
41452, 40456
41420, 40464
41424, 40444
41440, 40456
41428, 40436
41428, 40424
41424, 40424
41408, 40444
41408, 40440
41440, 40440
41460, 40452
41460, 40452
41468, 40464
41464, 40488
41492, 40480
41500, 40476
41520, 40484
41540, 40484
41556, 40512
41576, 40524
41608, 40520
41620, 40532
41600, 40564
41664, 40560
41656, 40580
41704, 40552
41708, 40588
41728, 40596
41744, 40616
41784, 40596
41792, 40608
41808, 40628
41820, 40660
41856, 40660
41884, 40668
41888, 40688
41920, 40684
41920, 40708
41960, 40704
41928, 40728
41980, 40728
41996, 40752
42044, 40760
42048, 40764
42052, 40760
42088, 40784
42100, 40788
42104, 40788
42120, 40796
42144, 40816
42156, 40804
42168, 40820
42200, 40832
42184, 40840
42176, 40816
42140, 40792
42084, 40772
42044, 40740
41980, 40708
41944, 40664
41900, 40640
41848, 40640
41792, 40608
41748, 40592
41716, 40552
41688, 40556
41676, 40524
41640, 40528
41620, 40520
41604, 40480
41572, 40476
41528, 40444
41512, 40448
41480, 40412
41456, 40412
41432, 40396
41424, 40392
41424, 40404
41384, 40388
41372, 40376
41384, 40372
41364, 40356
41340, 40356
41364, 40348
41344, 40360
41344, 40348
41332, 40352
41328, 40332
41364, 40336
41336, 40316
41320, 40324
41300, 40328
41324, 40312
41324, 40324
41316, 40328
41328, 40332
41332, 40332
41348, 40344
41376, 40356
41360, 40376
41380, 40372
41396, 40360
41420, 40380
41464, 40392
41460, 40396
41464, 40412
41500, 40412
41492, 40420
41532, 40448
41540, 40436
41572, 40456
41576, 40460
41612, 40512
41628, 40492
41652, 40528
41676, 40528
41696, 40520
41716, 40544
41728, 40540
41744, 40548
41776, 40576
41780, 40584
41800, 40592
41828, 40584
41844, 40624
41876, 40620
41884, 40668
41896, 40652
41928, 40664
41960, 40684
41976, 40708
42004, 40704
42028, 40712
42052, 40716
42048, 40764
42080, 40744
42068, 40764
42128, 40748
42160, 40764
42172, 40780
42180, 40796
42180, 40780
42168, 40760
42128, 40740
42076, 40724
42032, 40688
41992, 40640
41904, 40624
41864, 40572
41828, 40576
41756, 40536
41712, 40512
41668, 40504
41640, 40492
41632, 40476
41588, 40460
41560, 40428
41540, 40416
41504, 40400
41496, 40396
41460, 40384
41440, 40364
41444, 40348
41440, 40356
41380, 40344
41392, 40336
41352, 40300
41364, 40340
41328, 40320
41324, 40324
41320, 40320
41312, 40304
41324, 40292
41296, 40300
41284, 40280
41272, 40260
41276, 40272
41264, 40280
41276, 40244
41268, 40248
41252, 40264
41240, 40224
41244, 40260
41236, 40260
41252, 40260
41288, 40260
41304, 40280
41296, 40256
41296, 40272
41296, 40252
41316, 40296
41344, 40316
41328, 40312
41364, 40316
41360, 40316
41408, 40340
41428, 40336
41424, 40368
41472, 40360
41472, 40356
41508, 40384
41552, 40388
41588, 40420
41592, 40404
41616, 40424
41648, 40436
41660, 40472
41680, 40476
41708, 40484
41736, 40496
41744, 40544
41776, 40512
41780, 40532
41808, 40552
41824, 40568
41856, 40580
41868, 40588
41892, 40592
41912, 40612
41936, 40620
41960, 40636
41996, 40632
41996, 40656
42012, 40688
42052, 40684
42036, 40692
42020, 40676
42008, 40656
41964, 40628
41896, 40572
41852, 40584
41800, 40548
41748, 40516
41688, 40472
41648, 40456
41604, 40440
41584, 40436
41552, 40412
41532, 40396
41496, 40396
41500, 40380
41452, 40384
41428, 40368
41428, 40344
41400, 40324
41380, 40312
41360, 40300
41344, 40300
41332, 40292
41316, 40260
41304, 40276
41304, 40284
41328, 40264
41328, 40248
41316, 40272
41320, 40272
41320, 40296
41332, 40264
41312, 40272
41332, 40252
41312, 40276
41312, 40276
41308, 40260
41320, 40280
41328, 40256
41316, 40284
41332, 40272
41348, 40292
41372, 40304
41404, 40320
41420, 40304
41432, 40340
41436, 40348
41452, 40332
41476, 40340
41484, 40356
41520, 40372
41528, 40376
41532, 40396
41564, 40412
41584, 40428
41612, 40440
41628, 40440
41652, 40476
41692, 40452
41716, 40476
41712, 40484
41760, 40508
41764, 40528
41796, 40540
41828, 40564
41840, 40560
41856, 40556
41888, 40592
41904, 40604
41924, 40616
41932, 40632
41972, 40636
42004, 40648
42004, 40664
42024, 40684
42052, 40692
42072, 40720
42088, 40720
42112, 40708
42124, 40752
42172, 40752
42184, 40768
42220, 40784
42256, 40796
42244, 40816
42288, 40828
42316, 40820
42288, 40800
42264, 40800
42248, 40788
